winner_binary,season,team1,team2,runs_difference,wickets_difference,boundary_difference,team1_wickets,team2_wickets,team1_dot_ball_percentage,team2_dot_ball_percentage,toss_won_by_team1,toss_decision_bat,match_id
1,2019,Namibia,Papua New Guinea,3,-1,0,0,1,68.85245901639344,70.0,1,1,1199230
1,2019/20,West Indies,Ireland,-10,1,-2,2,1,65.625,58.730158730158735,0,1,1203673
1,2019/20,West Indies,Ireland,19,-1,7,2,3,71.66666666666667,70.49180327868852,0,1,1203674
1,2019/20,West Indies,Ireland,-23,0,-3,2,2,76.66666666666667,58.333333333333336,1,0,1203675
0,2019/20,United Arab Emirates,United States of America,12,0,4,2,2,72.1311475409836,80.32786885245902,1,1,1206059
0,2019/20,Scotland,United States of America,-10,0,-1,2,2,73.4375,60.9375,0,1,1206060
0,2019/20,United Arab Emirates,United States of America,10,-4,5,1,5,71.66666666666667,75.0,1,0,1206062
1,2019/20,Scotland,United States of America,24,0,3,1,1,51.61290322580645,76.19047619047619,1,0,1206063
1,2019/20,United Arab Emirates,Scotland,-4,0,-2,0,0,51.61290322580645,60.0,1,0,1206064
1,2019/20,Oman,United Arab Emirates,-9,1,0,3,2,78.33333333333333,67.1875,1,0,1211169
0,2019/20,Namibia,United Arab Emirates,-12,0,-3,1,1,79.36507936507937,67.21311475409836,1,0,1211170
0,2019/20,Oman,Namibia,-2,0,3,2,2,68.85245901639344,54.83870967741935,0,1,1211171
0,2019/20,Namibia,United Arab Emirates,-26,1,-5,3,2,79.36507936507937,68.85245901639344,1,1,1211173
1,2019/20,Sri Lanka,West Indies,-47,1,-7,1,0,75.0,53.2258064516129,1,0,1213871
1,2019/20,Sri Lanka,West Indies,-5,2,-1,2,0,63.49206349206349,55.73770491803278,0,0,1213872
1,2019/20,Sri Lanka,West Indies,-4,0,1,0,0,56.451612903225815,51.66666666666667,1,1,1213873
1,2019/20,Bangladesh,Zimbabwe,16,-3,2,0,3,59.01639344262295,73.33333333333333,1,1,1214667
1,2019/20,Bangladesh,Zimbabwe,16,-1,5,1,2,56.666666666666664,64.51612903225806,1,1,1214668
1,2019/20,Bangladesh,Zimbabwe,-10,-2,-1,0,2,61.66666666666667,48.4375,0,0,1214669
0,2019/20,Nepal,Oman,10,0,3,2,2,78.33333333333333,80.64516129032258,1,0,1215122
1,2019/20,Oman,United States of America,-12,1,-2,2,1,75.0,68.85245901639344,1,0,1215123
1,2019/20,Nepal,United States of America,7,-3,0,1,4,70.96774193548387,77.41935483870968,0,0,1215124
0,2019/20,Nepal,Oman,-19,0,-3,0,0,78.33333333333333,73.33333333333333,0,0,1215125
1,2019/20,Oman,United States of America,-10,-1,-1,1,2,81.9672131147541,73.77049180327869,0,0,1215126
1,2019/20,Nepal,United States of America,-5,4,-4,6,2,73.77049180327869,65.625,1,0,1215127
1,2020/21,Australia,India,-29,-3,-4,0,3,59.01639344262295,46.26865671641791,1,1,1223955
1,2020/21,Australia,India,-8,-2,-2,0,2,54.83870967741935,54.83870967741935,1,1,1223956
1,2020/21,India,Australia,-2,0,0,1,1,62.5,66.66666666666666,1,1,1223957
1,2020/21,Pakistan,Zimbabwe,-17,-2,-3,0,2,69.35483870967742,62.903225806451616,1,1,1233461
0,2020/21,Zimbabwe,Pakistan,-29,2,-4,2,0,70.96774193548387,52.38095238095239,1,1,1233462
0,2020/21,Bangladesh,New Zealand,-47,1,-10,2,1,67.74193548387096,50.0,0,0,1233976
0,2020/21,Bangladesh,New Zealand,-25,-1,-5,1,2,80.32786885245902,68.33333333333333,0,0,1233977
1,2020/21,New Zealand,Bangladesh,19,-1,1,2,3,59.01639344262295,72.1311475409836,1,1,1233978
0,2021,Sri Lanka,England,-27,0,-5,3,3,65.625,49.23076923076923,0,0,1239534
0,2021,Sri Lanka,England,-18,4,-5,4,0,67.6923076923077,59.01639344262295,0,0,1239535
0,2021,Pakistan,England,-15,3,0,4,1,68.33333333333333,50.76923076923077,0,0,1239537
1,2021,England,Pakistan,34,-1,8,2,3,58.730158730158735,71.875,0,0,1239538
0,2021,Pakistan,England,-49,-1,-7,1,2,77.77777777777779,48.4375,0,0,1239539
1,2020/21,India,England,-50,0,-7,0,0,65.0,52.38095238095239,0,0,1243393
0,2020/21,India,England,-18,2,-4,2,0,70.49180327868852,59.01639344262295,0,0,1243394
1,2020/21,India,England,-1,-2,1,0,2,51.61290322580645,51.515151515151516,0,0,1243395
0,2020/21,West Indies,Bangladesh,-1,2,-3,2,0,65.57377049180327,72.58064516129032,0,0,1244022
0,2020/21,West Indies,Bangladesh,-20,0,-2,1,1,78.33333333333333,63.49206349206349,1,1,1244023
1,2020/21,Bangladesh,West Indies,9,0,1,2,2,55.55555555555556,65.15151515151516,0,0,1244024
0,2020/21,Ireland,United Arab Emirates,11,-1,2,1,2,62.295081967213115,66.66666666666666,1,1,1244524
1,2020/21,Ireland,United Arab Emirates,-29,2,-6,3,1,81.9672131147541,67.21311475409836,0,0,1244525
0,2021,South Africa,Pakistan,6,2,4,3,1,77.41935483870968,68.85245901639344,0,0,1251572
1,2021,South Africa,Pakistan,-12,0,-4,1,1,62.295081967213115,56.25,0,0,1251573
1,2021,Pakistan,South Africa,-10,-1,-5,0,1,56.25,63.934426229508205,0,0,1251574
1,2021,Ireland,South Africa,-2,-1,2,0,1,65.57377049180327,65.07936507936508,0,0,1251951
1,2021,South Africa,Ireland,17,-3,5,0,3,58.333333333333336,60.65573770491803,1,1,1251952
1,2021,Netherlands,Ireland,14,-2,3,1,3,64.51612903225806,71.64179104477611,1,1,1251962
0,2021,Netherlands,Ireland,-4,-1,-2,0,1,70.0,73.4375,1,1,1251963
0,2021,Ireland,Netherlands,-20,3,-3,3,0,77.77777777777779,65.57377049180327,1,1,1251964
1,2020/21,West Indies,Sri Lanka,1,0,-1,0,0,57.377049180327866,58.333333333333336,0,1,1252069
1,2020/21,West Indies,Sri Lanka,-6,3,-1,3,0,67.21311475409836,55.00000000000001,1,0,1252070
1,2020/21,West Indies,Sri Lanka,10,-2,1,0,2,57.377049180327866,66.66666666666666,1,0,1252071
1,2021,Netherlands,Scotland,17,0,1,2,2,55.73770491803278,74.19354838709677,1,1,1260084
0,2021,Netherlands,Scotland,-1,2,0,2,0,73.77049180327869,75.0,1,1,1260085
1,2021,Bangladesh,Sri Lanka,-9,-1,-1,1,2,70.3125,60.0,1,1,1262344
1,2021,Bangladesh,Sri Lanka,6,1,0,2,1,60.317460317460316,63.33333333333333,1,1,1262346
1,2021,Sri Lanka,Bangladesh,48,-3,11,0,3,49.18032786885246,65.57377049180327,1,1,1262347
0,2021,Sri Lanka,India,-36,0,-9,1,1,62.5,43.93939393939394,1,1,1262755
0,2021,Sri Lanka,India,-1,-2,0,0,2,61.904761904761905,56.92307692307692,1,1,1262756
0,2021,India,Sri Lanka,11,0,3,1,1,54.83870967741935,61.904761904761905,1,1,1262757
1,2021,Australia,West Indies,15,-6,3,0,6,67.21311475409836,70.96774193548387,1,1,1263161
0,2021,Australia,West Indies,-14,0,-2,3,3,72.1311475409836,65.15151515151516,1,1,1263162
0,2021,West Indies,Australia,3,-1,0,1,2,64.51612903225806,68.25396825396825,1,1,1263163
1,2021,Bangladesh,Zimbabwe,-9,0,-2,2,2,69.35483870967742,57.14285714285714,0,0,1267677
0,2021,Zimbabwe,Bangladesh,6,1,-3,2,1,55.55555555555556,74.60317460317461,1,1,1267678
0,2021,Zimbabwe,Bangladesh,-19,1,-3,1,0,68.85245901639344,55.00000000000001,0,0,1267679
1,2021,Sri Lanka,South Africa,1,-1,0,0,1,59.01639344262295,64.51612903225806,1,1,1271627
1,2021,South Africa,Sri Lanka,7,-2,1,1,3,51.66666666666667,63.07692307692307,1,1,1271628
1,2021,Sri Lanka,South Africa,7,-2,1,2,4,56.25,60.0,1,1,1271629
1,2021,Zimbabwe,Ireland,13,1,2,1,0,64.0625,70.96774193548387,0,0,1272379
0,2021,Zimbabwe,Ireland,-17,1,-3,2,1,69.35483870967742,68.85245901639344,0,0,1272381
0,2021,United States of America,Nepal,-2,2,-1,2,0,60.65573770491803,60.65573770491803,1,1,1275249
0,2021,Nepal,Oman,-59,0,-12,1,1,65.07936507936508,40.32258064516129,1,1,1275250
0,2021,United States of America,Oman,17,2,3,4,2,63.49206349206349,70.0,0,0,1275251
0,2021,Oman,Nepal,-37,2,-7,3,1,72.1311475409836,53.125,0,0,1275253
0,2021,Papua New Guinea,Scotland,2,3,0,3,0,54.6875,57.8125,0,0,1275255
1,2021,Oman,Papua New Guinea,10,0,3,2,2,59.01639344262295,61.66666666666667,0,0,1275256
1,2021,Scotland,Oman,-5,0,2,1,1,61.904761904761905,61.29032258064516,1,1,1275257
0,2021,Papua New Guinea,Scotland,18,1,4,2,1,70.3125,74.19354838709677,1,1,1275258
0,2021,Papua New Guinea,Oman,-23,-2,-5,1,3,63.934426229508205,60.65573770491803,1,1,1275259
0,2021,Papua New Guinea,United States of America,-53,1,-10,1,0,69.35483870967742,57.14285714285714,1,1,1276293
1,2021,United States of America,Papua New Guinea,-16,0,-3,3,3,72.58064516129032,68.85245901639344,0,0,1276294
0,2021,Papua New Guinea,Nepal,7,2,-1,2,0,53.333333333333336,63.934426229508205,1,1,1276295
1,2021,Nepal,Papua New Guinea,-5,-1,-2,2,3,66.66666666666666,63.934426229508205,1,1,1276296
0,2022,England,India,-26,5,-5,5,0,77.77777777777779,65.07936507936508,0,0,1276907
1,2022,England,India,18,-1,2,1,2,70.49180327868852,80.0,0,0,1276908
0,2022,England,India,23,0,3,3,3,54.09836065573771,68.85245901639344,0,0,1276909
1,2022,South Africa,England,7,1,2,1,0,57.14285714285714,51.61290322580645,1,1,1276910
1,2022,England,South Africa,27,-1,5,4,5,43.333333333333336,61.29032258064516,0,0,1276911
1,2021/22,South Africa,India,-16,0,-5,1,1,61.904761904761905,56.666666666666664,1,1,1277082
0,2021/22,India,South Africa,-9,0,-4,0,0,53.96825396825397,52.459016393442624,1,1,1277083
1,2021/22,South Africa,India,3,1,0,2,1,57.377049180327866,60.0,0,0,1277084
1,2021/22,West Indies,Ireland,6,0,0,1,1,67.1875,75.40983606557377,0,0,1277085
0,2021/22,West Indies,Ireland,-21,-1,-4,1,2,67.64705882352942,60.317460317460316,0,0,1277086
0,2021/22,West Indies,Ireland,18,-1,4,0,1,53.125,61.76470588235294,0,0,1277087
1,2021/22,Bangladesh,South Africa,-9,-3,-2,0,3,73.77049180327869,65.57377049180327,0,0,1277097
0,2021/22,Bangladesh,South Africa,-42,3,-10,3,0,71.875,57.377049180327866,1,1,1277098
0,2021/22,South Africa,Bangladesh,-1,1,-3,1,0,58.730158730158735,65.57377049180327,1,1,1277099
0,2021/22,West Indies,India,-28,1,-4,1,0,75.80645161290323,56.92307692307692,0,0,1278676
1,2021/22,India,West Indies,-1,-1,0,1,2,65.57377049180327,70.0,0,0,1278677
1,2021/22,India,West Indies,-5,0,-2,3,3,64.70588235294117,68.33333333333333,1,1,1278678
1,2022,England,Netherlands,12,0,2,1,1,47.69230769230769,57.14285714285714,0,0,1281444
0,2022,Netherlands,England,-27,3,-8,3,0,62.295081967213115,50.0,1,1,1281445
0,2022,Netherlands,England,-38,-1,-7,1,2,61.29032258064516,42.857142857142854,0,0,1281446
1,2021/22,Australia,Pakistan,20,-1,3,0,1,47.61904761904761,55.00000000000001,0,0,1288313
0,2021/22,Australia,Pakistan,2,1,2,1,0,55.00000000000001,54.09836065573771,0,0,1288314
0,2021/22,Australia,Pakistan,-26,2,-4,3,1,72.1311475409836,51.61290322580645,0,0,1288315
0,2021/22,Netherlands,New Zealand,-19,1,-2,2,1,71.66666666666667,60.9375,1,1,1288987
1,2021/22,New Zealand,Netherlands,-19,3,-3,5,2,74.60317460317461,70.76923076923077,0,0,1288988
1,2021/22,New Zealand,Netherlands,-42,1,-12,1,0,67.1875,59.01639344262295,1,1,1288989
1,2021/22,Namibia,Oman,-5,0,-3,1,1,66.12903225806451,64.51612903225806,0,0,1290881
0,2021/22,Zimbabwe,Sri Lanka,-12,-1,-5,0,1,62.903225806451616,60.65573770491803,1,1,1294969
1,2021/22,Zimbabwe,Sri Lanka,25,-2,2,1,3,61.29032258064516,75.0,1,1,1294970
1,2021/22,Sri Lanka,Zimbabwe,14,-3,3,0,3,65.0,68.33333333333333,1,1,1294971
0,2021/22,Oman,United Arab Emirates,3,0,2,1,1,75.0,75.0,0,0,1299586
0,2021/22,Oman,United Arab Emirates,5,0,0,1,1,80.32786885245902,78.68852459016394,0,0,1299587
0,2022,Netherlands,West Indies,-2,0,0,0,0,66.12903225806451,66.12903225806451,0,0,1302349
0,2022,Netherlands,West Indies,8,-2,0,0,2,58.730158730158735,64.0625,1,1,1302350
1,2022,West Indies,Netherlands,-7,0,-2,0,0,66.15384615384615,61.29032258064516,1,1,1302351
1,2021/22,Oman,United Arab Emirates,9,-1,-2,1,2,66.66666666666666,78.68852459016394,0,0,1302616
1,2021/22,Namibia,Oman,7,-1,0,2,3,70.49180327868852,80.0,1,1,1302617
0,2021/22,Namibia,United Arab Emirates,-6,0,-2,2,2,77.41935483870968,75.80645161290323,0,0,1302618
1,2021/22,Oman,United Arab Emirates,-9,-1,-3,0,1,70.0,67.21311475409836,1,1,1302619
0,2021/22,Namibia,Oman,1,3,-2,3,0,61.66666666666667,69.35483870967742,1,1,1302620
1,2021/22,United Arab Emirates,Namibia,-26,-1,-3,0,1,68.85245901639344,50.0,0,0,1302621
0,2021/22,Oman,Namibia,-9,-2,1,0,2,73.77049180327869,70.49180327868852,1,1,1302622
0,2021/22,Papua New Guinea,United Arab Emirates,-3,0,-1,2,2,70.49180327868852,66.12903225806451,1,1,1302623
0,2021/22,Papua New Guinea,Nepal,27,-2,4,1,3,55.73770491803278,75.40983606557377,1,1,1302624
1,2021/22,United Arab Emirates,Nepal,3,0,1,3,3,62.295081967213115,70.49180327868852,1,1,1302625
0,2021/22,United Arab Emirates,Papua New Guinea,-19,2,-3,4,2,80.64516129032258,73.77049180327869,1,1,1302626
1,2021/22,United Arab Emirates,Nepal,16,-4,2,0,4,67.21311475409836,80.0,0,0,1302627
0,2021/22,Papua New Guinea,Nepal,-3,1,0,2,1,75.40983606557377,71.875,0,0,1302628
0,2022,Ireland,New Zealand,-4,0,1,2,2,66.66666666666666,61.904761904761905,0,0,1303309
0,2022,Ireland,New Zealand,-37,0,-8,2,2,77.77777777777779,61.29032258064516,0,0,1303310
1,2022,New Zealand,Ireland,17,-1,5,1,2,53.2258064516129,61.29032258064516,1,1,1303311
1,2021/22,Papua New Guinea,Nepal,10,-2,3,1,3,61.29032258064516,66.12903225806451,0,0,1305496
0,2021/22,Nepal,Papua New Guinea,-40,0,-10,2,2,69.84126984126983,56.25,1,1,1305497
0,2022,Sri Lanka,Australia,-1,-1,3,0,1,61.29032258064516,50.81967213114754,1,1,1307296
1,2022,Sri Lanka,Australia,-4,1,-1,2,1,65.0,59.01639344262295,0,0,1307297
0,2022,Australia,Sri Lanka,-7,0,-3,1,1,58.730158730158735,52.459016393442624,1,1,1307298
1,2022,Sri Lanka,Australia,-10,2,-4,3,1,68.33333333333333,71.66666666666667,0,0,1307299
0,2022,Sri Lanka,Australia,1,0,0,3,3,68.33333333333333,71.42857142857143,1,1,1307300
0,2022,Scotland,New Zealand,2,1,1,1,0,59.09090909090909,58.333333333333336,1,1,1307479
1,2022,Scotland,Papua New Guinea,9,-2,3,1,3,68.85245901639344,68.85245901639344,0,0,1308244
1,2022,Scotland,Oman,4,-1,2,0,1,72.58064516129032,66.66666666666666,1,1,1308245
0,2022,Papua New Guinea,Oman,-5,-2,0,0,2,62.295081967213115,64.0625,1,1,1308246
1,2022,Scotland,Papua New Guinea,-7,0,-2,2,2,65.15151515151516,61.66666666666667,1,1,1308247
0,2022,Oman,Scotland,6,-2,2,1,3,70.96774193548387,72.1311475409836,1,1,1308248
1,2022,Oman,Papua New Guinea,5,-2,-2,1,3,60.29411764705882,68.25396825396825,1,1,1308249
1,2022,Pakistan,Netherlands,-19,-1,3,1,2,71.66666666666667,49.25373134328358,1,1,1311737
0,2022,Netherlands,Pakistan,-14,1,-4,3,2,71.875,59.01639344262295,1,1,1311738
1,2022,Pakistan,Netherlands,9,-1,3,1,2,66.12903225806451,70.49180327868852,1,1,1311739
1,2022,United States of America,Scotland,40,0,5,1,1,53.125,75.0,1,1,1312798
1,2022,Scotland,United States of America,-8,-2,0,0,2,68.33333333333333,60.317460317460316,1,1,1312799
0,2022,United Arab Emirates,Scotland,-14,0,-4,1,1,75.0,69.35483870967742,1,1,1312800
0,2022,United Arab Emirates,United States of America,-5,1,1,2,1,70.49180327868852,58.730158730158735,1,1,1312801
0,2022,Scotland,United Arab Emirates,-13,1,-4,2,1,68.25396825396825,66.12903225806451,1,1,1312802
0,2022,United States of America,United Arab Emirates,-12,1,-6,2,1,73.77049180327869,67.74193548387096,0,0,1312803
1,2022,United States of America,Oman,27,-1,3,1,2,49.2063492063492,71.66666666666667,0,0,1312804
1,2022,Oman,Nepal,11,1,3,2,1,65.57377049180327,71.42857142857143,1,1,1312805
1,2022,Oman,United States of America,-2,-2,-1,0,2,60.65573770491803,65.625,1,1,1312807
0,2022,Oman,Nepal,-15,2,-2,2,0,71.66666666666667,58.06451612903226,1,1,1312808
1,2022,United States of America,Nepal,7,0,1,2,2,59.67741935483871,68.33333333333333,0,0,1312809
0,2022,West Indies,Pakistan,0,0,1,1,1,66.66666666666666,63.49206349206349,1,1,1315038
1,2022,Pakistan,West Indies,-26,-1,-6,1,2,65.07936507936508,60.65573770491803,1,1,1315039
1,2022,Pakistan,West Indies,4,-2,2,0,2,61.904761904761905,63.49206349206349,1,1,1315040
0,2022,West Indies,Bangladesh,-30,-1,-3,1,2,78.68852459016394,49.23076923076923,0,0,1317152
0,2022,West Indies,Bangladesh,-15,0,-2,0,0,70.0,64.17910447761194,0,0,1317153
0,2022,West Indies,Bangladesh,-12,2,-1,3,1,80.64516129032258,67.74193548387096,0,0,1317154
0,2022,Zimbabwe,Australia,-14,-1,-4,0,1,64.51612903225806,63.934426229508205,0,0,1317476
0,2022,Zimbabwe,Australia,-32,1,-8,3,2,75.38461538461539,58.730158730158735,0,0,1317477
0,2022,Australia,Zimbabwe,-7,2,1,3,1,80.0,66.66666666666666,0,0,1317478
0,2022,New Zealand,Australia,-9,-3,-1,1,4,75.80645161290323,73.33333333333333,0,0,1317479
1,2022,Australia,New Zealand,17,1,3,4,3,75.0,83.60655737704919,0,0,1317480
1,2022,Australia,New Zealand,-37,1,-10,2,1,80.0,70.0,0,0,1317481
0,2022/23,England,Australia,-18,3,-2,3,0,68.85245901639344,51.61290322580645,0,0,1317489
1,2022/23,Australia,England,8,-1,2,2,3,51.66666666666667,58.333333333333336,1,1,1317490
1,2022/23,Australia,England,15,-1,4,0,1,58.06451612903226,63.07692307692307,0,0,1317491
1,2022,India,West Indies,21,-1,4,0,1,63.33333333333333,62.295081967213115,0,0,1317900
0,2022,West Indies,India,29,1,9,1,0,50.81967213114754,56.666666666666664,1,1,1317901
1,2022,India,West Indies,-3,-3,1,0,3,53.333333333333336,53.333333333333336,1,1,1317902
0,2022,New Zealand,West Indies,-1,-1,-1,1,2,63.33333333333333,64.0625,0,0,1317911
1,2022,New Zealand,West Indies,5,-3,2,3,6,70.49180327868852,71.875,0,0,1317912
0,2022,West Indies,New Zealand,-37,-1,-6,0,1,79.03225806451613,52.459016393442624,0,0,1317913
1,2022,Namibia,Nepal,29,0,7,1,1,56.451612903225815,68.75,1,1,1322031
0,2022,Scotland,Nepal,-23,2,-6,3,1,73.77049180327869,61.904761904761905,0,0,1322032
0,2022,Namibia,Scotland,-12,-1,-3,0,1,67.21311475409836,67.21311475409836,0,0,1322033
1,2022,Namibia,Nepal,4,1,-1,3,2,63.33333333333333,75.0,1,1,1322034
0,2022,Nepal,Scotland,-26,0,-4,1,1,75.0,62.903225806451616,0,0,1322035
1,2022,Scotland,United Arab Emirates,17,-2,4,1,3,63.49206349206349,65.57377049180327,1,1,1322036
0,2022,United Arab Emirates,United States of America,-10,0,-2,2,2,68.85245901639344,59.375,1,1,1322037
0,2022,United States of America,Scotland,-9,0,0,0,0,63.49206349206349,48.38709677419355,0,0,1322038
1,2022,Scotland,United Arab Emirates,-10,0,0,2,2,76.19047619047619,68.25396825396825,0,0,1322039
0,2022,Scotland,United States of America,3,1,0,2,1,70.49180327868852,77.04918032786885,0,0,1322041
0,2022/23,India,New Zealand,-2,-1,0,0,1,72.1311475409836,70.96774193548387,0,0,1322278
1,2022/23,New Zealand,Sri Lanka,23,-4,3,1,5,59.01639344262295,77.77777777777779,0,0,1322359
0,2022/23,Sri Lanka,New Zealand,-13,0,-2,3,3,79.03225806451613,69.35483870967742,1,1,1322361
0,2022,Bangladesh,Zimbabwe,3,-2,0,0,2,67.74193548387096,64.0625,0,0,1323292
0,2022,Bangladesh,Zimbabwe,32,-3,8,0,3,63.934426229508205,70.96774193548387,0,0,1323293
1,2022,Bangladesh,Zimbabwe,15,-2,4,3,5,70.3125,76.11940298507463,0,0,1323294
0,2022,Zimbabwe,India,-12,3,-2,3,0,73.01587301587301,64.17910447761194,0,0,1325549
0,2022,Zimbabwe,India,-49,-1,-6,1,2,76.19047619047619,45.714285714285715,0,0,1325550
1,2022,India,Zimbabwe,-8,-1,-4,0,1,62.5,62.295081967213115,1,1,1325551
1,2022/23,South Africa,India,17,-2,4,0,2,68.85245901639344,77.04918032786885,0,0,1327509
0,2022/23,South Africa,India,-15,0,-2,2,2,64.51612903225806,59.01639344262295,1,1,1327510
0,2022/23,South Africa,India,-27,2,-4,3,1,78.33333333333333,62.903225806451616,0,0,1327511
1,2022,Papua New Guinea,United States of America,5,0,-2,1,1,60.0,65.57377049180327,0,0,1331366
1,2022,Namibia,United States of America,-19,-1,-5,1,2,72.1311475409836,61.66666666666667,1,1,1331367
1,2022,Namibia,United States of America,4,0,-1,1,1,61.904761904761905,71.66666666666667,0,0,1331368
1,2022,Namibia,Papua New Guinea,7,-4,0,0,4,67.74193548387096,72.58064516129032,1,1,1331369
1,2022,Namibia,Papua New Guinea,-5,0,1,1,1,73.84615384615385,69.84126984126983,1,1,1331370
0,2023,England,New Zealand,-11,0,-4,0,0,55.73770491803278,59.375,0,0,1336052
1,2023,England,New Zealand,-5,2,0,4,2,65.0,55.55555555555556,0,0,1336053
1,2023,England,New Zealand,19,-1,6,2,3,56.451612903225815,64.51612903225806,0,0,1336054
1,2023,England,New Zealand,5,-1,3,1,2,55.73770491803278,60.9375,1,1,1336055
1,2023,England,Ireland,-8,-1,-1,2,3,57.8125,50.0,0,0,1336129
1,2022/23,South Africa,England,19,1,2,1,0,53.2258064516129,60.0,1,1,1339595
0,2022/23,England,South Africa,-22,2,-5,2,0,67.74193548387096,53.333333333333336,0,0,1339596
1,2022/23,England,South Africa,-35,2,-7,3,1,79.36507936507937,60.65573770491803,0,0,1339597
1,2022/23,West Indies,South Africa,-7,1,-1,2,1,53.84615384615385,46.666666666666664,1,1,1339602
0,2022/23,West Indies,South Africa,-7,-1,2,1,2,58.730158730158735,54.6875,0,0,1339603
0,2022/23,Netherlands,South Africa,14,-1,3,0,1,65.57377049180327,67.21311475409836,0,0,1339607
1,2022/23,South Africa,Netherlands,-12,1,-5,2,1,62.68656716417911,66.12903225806451,0,0,1339608
0,2022/23,New Zealand,Pakistan,-1,1,1,2,1,63.33333333333333,63.33333333333333,0,0,1339611
1,2022/23,New Zealand,Pakistan,32,-1,5,1,2,54.09836065573771,75.40983606557377,1,1,1339612
0,2022/23,Pakistan,New Zealand,-7,1,-1,2,1,70.0,64.51612903225806,1,1,1339613
0,2023,New Zealand,Pakistan,-8,1,-1,1,0,65.0,51.66666666666667,0,0,1339619
0,2023,New Zealand,Pakistan,-13,0,-4,1,1,56.451612903225815,55.00000000000001,0,0,1339620
1,2023,Pakistan,New Zealand,-17,1,-3,1,0,69.35483870967742,60.0,0,0,1339621
1,2023,Pakistan,New Zealand,7,-1,2,1,2,64.51612903225806,62.295081967213115,0,0,1339622
1,2023,New Zealand,Pakistan,2,-1,1,1,2,66.66666666666666,70.49180327868852,1,1,1339623
0,2022/23,India,Bangladesh,18,-1,3,1,2,66.12903225806451,75.40983606557377,0,0,1340845
1,2022/23,Bangladesh,India,5,-1,1,2,3,70.96774193548387,67.21311475409836,1,1,1340846
1,2022/23,India,Bangladesh,-21,-1,-4,1,2,60.65573770491803,54.09836065573771,0,0,1340847
0,2022/23,Papua New Guinea,Namibia,-51,1,-11,3,2,85.24590163934425,64.51612903225806,0,0,1341969
1,2022/23,United States of America,Namibia,17,0,1,1,1,69.84126984126983,74.60317460317461,0,0,1341970
0,2022/23,Papua New Guinea,United States of America,-17,1,-2,2,1,75.40983606557377,61.904761904761905,0,0,1341971
0,2022/23,Papua New Guinea,Namibia,23,-2,4,0,2,60.65573770491803,72.58064516129032,1,1,1341972
1,2022/23,United States of America,Papua New Guinea,2,-2,0,0,2,72.58064516129032,75.0,1,1,1341973
0,2022/23,United States of America,Namibia,1,2,0,2,0,68.85245901639344,68.33333333333333,0,0,1341974
0,2022/23,Namibia,Scotland,-28,1,-7,2,1,71.66666666666667,60.9375,0,0,1341975
0,2022/23,Nepal,Scotland,-21,-2,-4,1,3,75.40983606557377,64.0625,0,0,1341977
0,2022/23,Scotland,Namibia,18,0,3,2,2,62.295081967213115,77.41935483870968,0,0,1341978
1,2022/23,Namibia,Nepal,7,-1,3,1,2,76.66666666666667,70.96774193548387,0,0,1341979
0,2022/23,Nepal,Scotland,-50,1,-11,3,2,76.19047619047619,50.0,1,1,1341980
1,2022/23,United Arab Emirates,Nepal,18,-3,5,0,3,60.65573770491803,64.0625,0,0,1343683
0,2022/23,United Arab Emirates,Nepal,40,-2,7,0,2,56.451612903225815,73.77049180327869,1,1,1343684
0,2022/23,United Arab Emirates,Nepal,16,2,3,3,1,68.75,77.77777777777779,0,0,1343685
0,2022/23,Ireland,Zimbabwe,-13,1,-2,2,1,70.96774193548387,66.12903225806451,0,0,1348326
1,2022/23,Ireland,Zimbabwe,1,-1,1,0,1,66.66666666666666,65.0,0,0,1348327
1,2022/23,India,Sri Lanka,37,-2,7,0,2,58.333333333333336,75.40983606557377,0,0,1348643
0,2022/23,Sri Lanka,India,-16,-2,-4,1,3,63.49206349206349,63.07692307692307,1,1,1348644
1,2022/23,India,Sri Lanka,36,-5,7,0,5,60.0,72.1311475409836,1,1,1348645
1,2022/23,India,New Zealand,10,-1,3,0,1,71.875,72.1311475409836,1,1,1348646
0,2022/23,New Zealand,India,-37,4,-8,4,0,80.95238095238095,68.33333333333333,0,0,1348647
1,2022/23,India,New Zealand,9,-1,5,0,1,59.67741935483871,49.2063492063492,0,0,1348648
0,2022/23,Australia,India,20,-2,5,1,3,66.66666666666666,67.74193548387096,0,0,1348656
0,2022/23,India,Australia,-61,5,-15,5,0,56.25,42.1875,0,0,1348657
1,2022/23,Australia,India,-6,-1,3,0,1,68.33333333333333,53.2258064516129,1,1,1348658
0,2022/23,Bangladesh,England,16,0,4,2,2,67.6923076923077,66.66666666666666,1,1,1351397
1,2022/23,England,Bangladesh,-4,-2,0,1,3,63.33333333333333,62.295081967213115,0,0,1351398
1,2022/23,Bangladesh,England,-21,0,-6,2,2,72.58064516129032,60.65573770491803,1,1,1351399
1,2022/23,Bangladesh,Ireland,-1,2,-2,2,0,52.38095238095239,53.96825396825397,0,0,1355717
0,2022/23,Ireland,Bangladesh,-54,4,-10,4,0,77.04918032786885,53.03030303030303,1,1,1355719
0,2022/23,Namibia,Nepal,-3,0,1,1,1,70.96774193548387,66.66666666666666,0,0,1358073
0,2022/23,Namibia,Scotland,-42,1,-9,1,0,80.64516129032258,62.295081967213115,0,0,1358074
