FPR,TPR
0.0,0.0
0.0,0.008620689655172414
0.0,0.1724137931034483
0.008849557522123894,0.1724137931034483
0.008849557522123894,0.2413793103448276
0.017699115044247787,0.2413793103448276
0.017699115044247787,0.3448275862068966
0.02654867256637168,0.3448275862068966
0.02654867256637168,0.4051724137931034
0.035398230088495575,0.4051724137931034
0.035398230088495575,0.4224137931034483
0.04424778761061947,0.4224137931034483
0.04424778761061947,0.43103448275862066
0.05309734513274336,0.43103448275862066
0.05309734513274336,0.49137931034482757
0.061946902654867256,0.49137931034482757
0.061946902654867256,0.5258620689655172
0.07964601769911504,0.5258620689655172
0.07964601769911504,0.5344827586206896
0.08849557522123894,0.5344827586206896
0.08849557522123894,0.5431034482758621
0.09734513274336283,0.5431034482758621
0.09734513274336283,0.5517241379310345
0.10619469026548672,0.5517241379310345
0.10619469026548672,0.6379310344827587
0.12389380530973451,0.6379310344827587
0.12389380530973451,0.6551724137931034
0.13274336283185842,0.6551724137931034
0.13274336283185842,0.6637931034482759
0.168141592920354,0.6637931034482759
0.168141592920354,0.6810344827586207
0.17699115044247787,0.6810344827586207
0.17699115044247787,0.6896551724137931
0.18584070796460178,0.6896551724137931
0.18584070796460178,0.6982758620689655
0.19469026548672566,0.6982758620689655
0.19469026548672566,0.7068965517241379
0.20353982300884957,0.7068965517241379
0.20353982300884957,0.7155172413793104
0.23008849557522124,0.7155172413793104
0.23008849557522124,0.7241379310344828
0.24778761061946902,0.7241379310344828
0.24778761061946902,0.7413793103448276
0.3008849557522124,0.7413793103448276
0.3008849557522124,0.75
0.30973451327433627,0.75
0.30973451327433627,0.7586206896551724
0.3185840707964602,0.7586206896551724
0.3185840707964602,0.7672413793103449
0.3274336283185841,0.7672413793103449
0.3274336283185841,0.7758620689655172
0.336283185840708,0.7758620689655172
0.336283185840708,0.7844827586206896
0.36283185840707965,0.7844827586206896
0.36283185840707965,0.7931034482758621
0.3805309734513274,0.7931034482758621
0.3805309734513274,0.8362068965517241
0.40707964601769914,0.8362068965517241
0.40707964601769914,0.8448275862068966
0.415929203539823,0.8448275862068966
0.415929203539823,0.853448275862069
0.4247787610619469,0.853448275862069
0.4247787610619469,0.8706896551724138
0.4336283185840708,0.8706896551724138
0.4336283185840708,0.896551724137931
0.4424778761061947,0.896551724137931
0.4424778761061947,0.9137931034482759
0.45132743362831856,0.9137931034482759
0.45132743362831856,0.9224137931034483
0.4778761061946903,0.9224137931034483
0.4778761061946903,0.9310344827586207
0.48672566371681414,0.9310344827586207
0.48672566371681414,0.9396551724137931
0.5486725663716814,0.9396551724137931
0.5486725663716814,0.9482758620689655
0.6194690265486725,0.9482758620689655
0.6194690265486725,0.9568965517241379
0.7168141592920354,0.9568965517241379
0.7168141592920354,0.9655172413793104
0.7433628318584071,0.9655172413793104
0.7433628318584071,0.9741379310344828
0.8230088495575221,0.9741379310344828
0.8230088495575221,0.9827586206896551
0.9380530973451328,0.9827586206896551
0.9380530973451328,0.9913793103448276
0.9734513274336283,0.9913793103448276
0.9734513274336283,1.0
1.0,1.0
