"","FPR","TPR"
"1",1,1
"2",0.98989898989899,1
"3",0.97979797979798,1
"4",0.97979797979798,0.991935483870968
"5",0.96969696969697,0.991935483870968
"6",0.95959595959596,0.991935483870968
"7",0.94949494949495,0.991935483870968
"8",0.939393939393939,0.991935483870968
"9",0.929292929292929,0.991935483870968
"10",0.919191919191919,0.991935483870968
"11",0.909090909090909,0.991935483870968
"12",0.898989898989899,0.991935483870968
"13",0.888888888888889,0.991935483870968
"14",0.888888888888889,0.983870967741935
"15",0.888888888888889,0.975806451612903
"16",0.878787878787879,0.975806451612903
"17",0.878787878787879,0.967741935483871
"18",0.868686868686869,0.967741935483871
"19",0.858585858585859,0.967741935483871
"20",0.858585858585859,0.959677419354839
"21",0.848484848484849,0.959677419354839
"22",0.838383838383838,0.959677419354839
"23",0.838383838383838,0.951612903225806
"24",0.828282828282828,0.951612903225806
"25",0.818181818181818,0.951612903225806
"26",0.808080808080808,0.951612903225806
"27",0.797979797979798,0.951612903225806
"28",0.787878787878788,0.951612903225806
"29",0.777777777777778,0.951612903225806
"30",0.767676767676768,0.951612903225806
"31",0.757575757575758,0.951612903225806
"32",0.747474747474747,0.951612903225806
"33",0.737373737373737,0.951612903225806
"34",0.727272727272727,0.951612903225806
"35",0.717171717171717,0.951612903225806
"36",0.717171717171717,0.943548387096774
"37",0.707070707070707,0.943548387096774
"38",0.696969696969697,0.943548387096774
"39",0.696969696969697,0.935483870967742
"40",0.686868686868687,0.935483870967742
"41",0.676767676767677,0.935483870967742
"42",0.666666666666667,0.935483870967742
"43",0.656565656565657,0.935483870967742
"44",0.646464646464646,0.935483870967742
"45",0.636363636363636,0.935483870967742
"46",0.636363636363636,0.92741935483871
"47",0.626262626262626,0.92741935483871
"48",0.626262626262626,0.919354838709677
"49",0.626262626262626,0.911290322580645
"50",0.616161616161616,0.911290322580645
"51",0.606060606060606,0.911290322580645
"52",0.595959595959596,0.911290322580645
"53",0.585858585858586,0.911290322580645
"54",0.575757575757576,0.911290322580645
"55",0.565656565656566,0.911290322580645
"56",0.555555555555556,0.911290322580645
"57",0.545454545454545,0.911290322580645
"58",0.535353535353535,0.911290322580645
"59",0.525252525252525,0.911290322580645
"60",0.525252525252525,0.903225806451613
"61",0.515151515151515,0.903225806451613
"62",0.505050505050505,0.903225806451613
"63",0.505050505050505,0.895161290322581
"64",0.494949494949495,0.895161290322581
"65",0.484848484848485,0.895161290322581
"66",0.484848484848485,0.887096774193548
"67",0.484848484848485,0.879032258064516
"68",0.474747474747475,0.879032258064516
"69",0.474747474747475,0.870967741935484
"70",0.464646464646465,0.870967741935484
"71",0.454545454545455,0.870967741935484
"72",0.454545454545455,0.862903225806452
"73",0.454545454545455,0.854838709677419
"74",0.444444444444444,0.854838709677419
"75",0.444444444444444,0.846774193548387
"76",0.434343434343434,0.846774193548387
"77",0.424242424242424,0.846774193548387
"78",0.424242424242424,0.838709677419355
"79",0.414141414141414,0.838709677419355
"80",0.414141414141414,0.830645161290323
"81",0.404040404040404,0.830645161290323
"82",0.393939393939394,0.830645161290323
"83",0.383838383838384,0.830645161290323
"84",0.373737373737374,0.830645161290323
"85",0.373737373737374,0.82258064516129
