"","FPR","TPR"
"86",0.363636363636364,0.82258064516129
"87",0.363636363636364,0.814516129032258
"88",0.363636363636364,0.806451612903226
"89",0.363636363636364,0.798387096774194
"90",0.363636363636364,0.790322580645161
"91",0.363636363636364,0.782258064516129
"92",0.363636363636364,0.774193548387097
"93",0.363636363636364,0.766129032258065
"94",0.353535353535353,0.766129032258065
"95",0.353535353535353,0.758064516129032
"96",0.353535353535353,0.75
"97",0.353535353535353,0.741935483870968
"98",0.353535353535353,0.733870967741935
"99",0.343434343434343,0.733870967741935
"100",0.333333333333333,0.733870967741935
"101",0.333333333333333,0.725806451612903
"102",0.333333333333333,0.717741935483871
"103",0.333333333333333,0.709677419354839
"104",0.323232323232323,0.709677419354839
"105",0.313131313131313,0.709677419354839
"106",0.313131313131313,0.701612903225806
"107",0.303030303030303,0.701612903225806
"108",0.303030303030303,0.693548387096774
"109",0.303030303030303,0.685483870967742
"110",0.292929292929293,0.685483870967742
"111",0.282828282828283,0.685483870967742
"112",0.272727272727273,0.685483870967742
"113",0.272727272727273,0.67741935483871
"114",0.272727272727273,0.669354838709677
"115",0.272727272727273,0.661290322580645
"116",0.262626262626263,0.661290322580645
"117",0.262626262626263,0.653225806451613
"118",0.262626262626263,0.645161290322581
"119",0.252525252525252,0.645161290322581
"120",0.252525252525252,0.637096774193548
"121",0.252525252525252,0.629032258064516
"122",0.242424242424242,0.629032258064516
"123",0.242424242424242,0.620967741935484
"124",0.242424242424242,0.612903225806452
"125",0.232323232323232,0.612903225806452
"126",0.232323232323232,0.604838709677419
"127",0.232323232323232,0.596774193548387
"128",0.232323232323232,0.588709677419355
"129",0.232323232323232,0.580645161290323
"130",0.222222222222222,0.580645161290323
"131",0.212121212121212,0.580645161290323
"132",0.212121212121212,0.57258064516129
"133",0.202020202020202,0.57258064516129
"134",0.202020202020202,0.564516129032258
"135",0.191919191919192,0.564516129032258
"136",0.191919191919192,0.556451612903226
"137",0.181818181818182,0.556451612903226
"138",0.181818181818182,0.548387096774194
"139",0.181818181818182,0.540322580645161
"140",0.181818181818182,0.532258064516129
"141",0.181818181818182,0.524193548387097
"142",0.181818181818182,0.516129032258065
"143",0.181818181818182,0.508064516129032
"144",0.171717171717172,0.508064516129032
"145",0.171717171717172,0.5
"146",0.171717171717172,0.491935483870968
"147",0.171717171717172,0.483870967741935
"148",0.171717171717172,0.475806451612903
"149",0.171717171717172,0.467741935483871
"150",0.161616161616162,0.467741935483871
"151",0.161616161616162,0.459677419354839
"152",0.161616161616162,0.451612903225806
"153",0.161616161616162,0.443548387096774
"154",0.151515151515151,0.443548387096774
"155",0.151515151515151,0.435483870967742
"156",0.151515151515151,0.42741935483871
"157",0.151515151515151,0.419354838709677
"158",0.151515151515151,0.411290322580645
"159",0.151515151515151,0.403225806451613
"160",0.151515151515151,0.395161290322581
"161",0.151515151515151,0.387096774193548
"162",0.151515151515151,0.379032258064516
"163",0.141414141414141,0.379032258064516
"164",0.141414141414141,0.370967741935484
"165",0.141414141414141,0.362903225806452
"166",0.141414141414141,0.354838709677419
"167",0.131313131313131,0.354838709677419
"168",0.131313131313131,0.346774193548387
"169",0.121212121212121,0.346774193548387
"170",0.121212121212121,0.338709677419355
"171",0.121212121212121,0.330645161290323
"172",0.121212121212121,0.32258064516129
"173",0.111111111111111,0.32258064516129
"174",0.111111111111111,0.314516129032258
"175",0.111111111111111,0.306451612903226
"176",0.111111111111111,0.298387096774194
"177",0.101010101010101,0.298387096774194
"178",0.101010101010101,0.290322580645161
"179",0.101010101010101,0.282258064516129
"180",0.0909090909090909,0.282258064516129
"181",0.0909090909090909,0.274193548387097
"182",0.0808080808080808,0.274193548387097
"183",0.0808080808080808,0.266129032258065
"184",0.0707070707070707,0.266129032258065
"185",0.0707070707070707,0.258064516129032
"186",0.0606060606060606,0.258064516129032
"187",0.0606060606060606,0.25
"188",0.0606060606060606,0.241935483870968
"189",0.0606060606060606,0.233870967741935
"190",0.0505050505050505,0.233870967741935
"191",0.0505050505050505,0.225806451612903
"192",0.0505050505050505,0.217741935483871
"193",0.0505050505050505,0.209677419354839
"194",0.0505050505050505,0.201612903225806
"195",0.0505050505050505,0.193548387096774
"196",0.0505050505050505,0.185483870967742
"197",0.0404040404040404,0.185483870967742
"198",0.0404040404040404,0.17741935483871
"199",0.0404040404040404,0.169354838709677
"200",0.0404040404040404,0.161290322580645
"201",0.0303030303030303,0.161290322580645
"202",0.0303030303030303,0.153225806451613
"203",0.0303030303030303,0.145161290322581
"204",0.0303030303030303,0.137096774193548
"205",0.0202020202020202,0.137096774193548
"206",0.0202020202020202,0.129032258064516
"207",0.0202020202020202,0.120967741935484
"208",0.0202020202020202,0.112903225806452
"209",0.0202020202020202,0.104838709677419
"210",0.0202020202020202,0.0967741935483871
"211",0.0202020202020202,0.0887096774193548
"212",0.0202020202020202,0.0806451612903226
"213",0.0101010101010101,0.0806451612903226
"214",0.0101010101010101,0.0725806451612903
"215",0.0101010101010101,0.0645161290322581
"216",0.0101010101010101,0.0564516129032258
"217",0.0101010101010101,0.0483870967741935
"218",0.0101010101010101,0.0403225806451613
"219",0.0101010101010101,0.032258064516129
"220",0,0.032258064516129
"221",0,0.0241935483870968
"222",0,0.0161290322580645
"223",0,0.00806451612903226
"224",0,0
