fpr,tpr
1,1
0.9915966386554622,1
0.9831932773109243,1
0.9747899159663865,1
0.9663865546218487,1
0.957983193277311,1
0.9495798319327731,1
0.9411764705882353,1
0.9327731092436975,1
0.9243697478991597,1
0.9159663865546218,1
0.907563025210084,1
0.8991596638655462,1
0.8907563025210083,1
0.8823529411764706,1
0.8739495798319328,1
0.865546218487395,1
0.8571428571428572,1
0.8487394957983193,1
0.8403361344537815,1
0.8319327731092436,1
0.8235294117647058,1
0.8151260504201681,1
0.8067226890756303,1
0.7983193277310925,1
0.7899159663865546,1
0.7815126050420168,1
0.773109243697479,1
0.7647058823529411,1
0.7563025210084033,1
0.7478991596638656,1
0.7394957983193278,1
0.73109243697479,1
0.7226890756302521,1
0.7142857142857143,1
0.7058823529411764,1
0.6974789915966386,1
0.6890756302521008,1
0.680672268907563,1
0.6722689075630253,1
0.6638655462184874,1
0.6554621848739496,1
0.6470588235294117,1
0.6386554621848739,1
0.6302521008403361,1
0.6218487394957983,1
0.6134453781512605,1
0.6050420168067228,1
0.5966386554621849,1
0.5882352941176471,1
0.5798319327731092,1
0.5714285714285714,1
0.5714285714285714,0.9905660377358491
0.5630252100840336,0.9905660377358491
0.5546218487394958,0.9905660377358491
0.546218487394958,0.9905660377358491
0.5378151260504201,0.9905660377358491
0.5294117647058824,0.9905660377358491
0.5210084033613445,0.9905660377358491
0.5210084033613445,0.9811320754716981
0.5126050420168067,0.9811320754716981
0.5042016806722689,0.9811320754716981
0.4957983193277311,0.9811320754716981
0.4957983193277311,0.9716981132075472
0.4873949579831933,0.9716981132075472
0.4789915966386554,0.9716981132075472
0.47058823529411764,0.9716981132075472
0.47058823529411764,0.9622641509433962
0.47058823529411764,0.9528301886792453
0.46218487394957986,0.9528301886792453
0.45378151260504207,0.9528301886792453
0.4453781512605042,0.9528301886792453
0.4453781512605042,0.9433962264150944
0.4369747899159664,0.9433962264150944
0.4369747899159664,0.9339622641509434
0.4369747899159664,0.9245283018867925
0.4285714285714286,0.9245283018867925
0.4201680672268907,0.9245283018867925
0.4117647058823529,0.9245283018867925
0.40336134453781514,0.9245283018867925
0.40336134453781514,0.9150943396226415
0.39495798319327735,0.9150943396226415
0.38655462184873945,0.9150943396226415
0.37815126050420167,0.9150943396226415
0.37815126050420167,0.9056603773584906
0.3697478991596639,0.9056603773584906
0.3697478991596639,0.8962264150943396
0.3613445378151261,0.8962264150943396
0.3529411764705882,0.8962264150943396
0.3445378151260504,0.8962264150943396
0.33613445378151263,0.8962264150943396
0.32773109243697474,0.8962264150943396
0.32773109243697474,0.8867924528301887
0.31932773109243695,0.8867924528301887
0.31092436974789917,0.8867924528301887
0.3025210084033614,0.8867924528301887
0.2941176470588235,0.8867924528301887
0.2857142857142857,0.8867924528301887
0.2773109243697479,0.8867924528301887
0.2773109243697479,0.8773584905660378
0.26890756302521013,0.8773584905660378
0.26050420168067223,0.8773584905660378
0.25210084033613445,0.8773584905660378
0.24369747899159666,0.8773584905660378
0.24369747899159666,0.8679245283018868
0.23529411764705888,0.8679245283018868
0.22689075630252098,0.8679245283018868
0.2184873949579832,0.8679245283018868
0.2184873949579832,0.8584905660377359
0.2100840336134454,0.8584905660377359
0.2100840336134454,0.8490566037735849
0.2016806722689075,0.8490566037735849
0.2016806722689075,0.839622641509434
0.19327731092436973,0.839622641509434
0.18487394957983194,0.839622641509434
0.17647058823529416,0.839622641509434
0.17647058823529416,0.8301886792452831
0.17647058823529416,0.8207547169811321
0.17647058823529416,0.8113207547169812
0.16806722689075626,0.8113207547169812
0.16806722689075626,0.8018867924528302
0.15966386554621848,0.8018867924528302
0.1512605042016807,0.8018867924528302
0.1512605042016807,0.7924528301886793
0.1512605042016807,0.78301886792452835
0.1428571428571429,0.78301886792452835
0.1428571428571429,0.7735849056603774
0.134453781512605,0.7735849056603774
0.134453781512605,0.7641509433962265
0.12605042016806722,0.7641509433962265
0.12605042016806722,0.7547169811320755
0.11764705882352944,0.7547169811320755
0.11764705882352944,0.7452830188679245
0.11764705882352944,0.7358490566037735
0.11764705882352944,0.7264150943396226
0.10924369747899154,0.7264150943396226
0.10924369747899154,0.71698113207547165
0.10084033613445376,0.71698113207547165
0.10084033613445376,0.7075471698113207
0.10084033613445376,0.6981132075471698
